gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
MANF	chr3	+	1	1	51385289	51389336
MAP1B	chr5	+	3	4	72107477	72209520
MAP1LC3B	chr16	+	2	2	87392336	87403378
MAP1S	chr19	+	1	1	17719489	17734511
MAP3K13	chr3	+	2	1	185282992	185291903
MAP7D3	chrX	-	1	1	136251380	136246065
MAPK1IP1L	chr14	+	2	3	55051665	55065980
MAPK6	chr15	+	1	3	52019229	52045968
MAPKAPK5-AS1	chr12	-	1	1	111841917	111839773
MAPRE1	chr20	+	1	1	32819953	32849180
MARC1	chr1	+	1	1	220786873	220814387
MARCH6	chr5	+	1	2	10353892	10437847
MARCKSL1	chr1	-	1	2	32336233	32333843
MARK4	chr19	+	3	2	45079282	45090914
MARS	chr12	+	2	1	57488071	57516646
MAT2B	chr5	+	3	1	163505619	163519149
MATN1	chr1	-	1	1	30717952	30717670
MATR3	chr5	+	2	3	139293713	139330439
MBIP	chr14	-	1	1	36320624	36298565
MCFD2	chr2	-	2	1	46915761	46905230
MCL1	chr1	-	1	1	150579600	150574563
MCM3	chr6	-	2	1	52284742	52264021
MCM4	chr8	+	1	3	47960941	47977923
MCM5	chr22	+	1	1	35400142	35424501
MCM6	chr2	-	1	1	135876411	135840447
MCM7	chr7	-	2	2	100101379	100092783
MCRIP1	chr17	-	1	1	81833291	81822417
MCRIP2	chr16	+	1	1	641951	648474
MCRS1	chr12	-	1	1	49568121	49558305
MCTS1	chrX	+	1	1	120604127	120612382
MCU	chr10	+	1	1	72692147	72887692
MCUR1	chr6	-	2	1	13814557	13790791
MDH1	chr2	+	2	1	63588963	63607194
MDH2	chr7	+	2	2	76048085	76066587
MDK	chr11	+	2	2	46381712	46383799
MDP1	chr14	-	1	1	24215987	24213956
MEA1	chr6	-	1	2	43013921	43012231
MEAF6	chr1	-	1	2	37514754	37493314
MECR	chr1	-	1	1	29230924	29193822
MED10	chr5	-	1	1	6378525	6371929
MED16	chr19	-	1	1	893187	867964
MED18	chr1	+	1	1	28329037	28335964
MED19	chr11	-	1	1	57712215	57703741
MED20	chr6	-	1	1	41921119	41905357
MED21	chr12	+	1	2	27022566	27028578
MED27	chr9	-	1	1	132079866	131860114
MED28	chr4	+	1	3	17614646	17625622
MED4	chr13	-	1	1	48095104	48076580
MED6	chr14	-	1	1	70600655	70584241
MED8	chr1	-	1	1	43389800	43384727
MELK	chr9	+	1	1	36572895	36677681
MESD	chr15	-	1	3	80989800	80978967
MEST	chr7	+	2	1	130486333	130506288
METAP1	chr4	+	1	1	98995721	99062808
METAP2	chr12	+	2	2	95474152	95514340
METTL1	chr12	-	1	2	57772105	57768638
METTL21A	chr2	-	2	2	207625314	207612746
METTL23	chr17	+	1	1	76726839	76733878
METTL26	chr16	-	1	1	636319	634430
METTL3	chr14	-	1	1	21511329	21498141
METTL5	chr2	-	1	1	169824905	169811761
METTL8	chr2	-	1	1	171434772	171323788
METTL9	chr16	+	1	2	21599583	21655935
MFAP1	chr15	-	1	1	43824690	43804583
MFF	chr2	+	1	2	227325268	227357179
MFGE8	chr15	-	2	1	88898754	88898685
MFSD10	chr4	-	1	1	2934796	2930568
MFSD2B	chr2	+	1	1	24049741	24063678
MFSD3	chr8	+	2	1	144509072	144511204
MGME1	chr20	+	1	1	17969068	17991120
MGST1	chr12	+	1	1	16347652	16364407
MGST3	chr1	+	1	1	165631273	165655615
MICOS10	chr1	+	2	2	19597015	19626627
MICOS10-NBL1	chr1	+	2	2	19597015	19626627
MICOS13	chr19	-	1	1	5680516	5678422
MICU2	chr13	-	1	1	21604168	21492697
MIEN1	chr17	-	2	1	39730532	39729158
MIF	chr22	+	5	1	23894395	23895221
MIIP	chr1	+	1	1	12019479	12032038
MIR205HG	chr1	+	1	1	209432225	209432543
MIR302CHG	chr4	-	3	1	112648699	112646729
MIR4435-2HG	chr2	-	1	1	111494935	111429323
MIS18A	chr21	-	1	1	32279030	32268231
MKKS	chr20	-	1	1	10434198	10413711
MLEC	chr12	+	1	2	120687155	120701858
MLF1	chr3	+	2	1	158571194	158605395
MLF2	chr12	-	1	2	6753107	6748004
MLLT11	chr1	+	1	1	151060411	151068493
MLST8	chr16	+	1	1	2205477	2209396
MMAB	chr12	-	2	1	109573490	109556698
MMADHC	chr2	-	1	2	149587715	149569639
MNAT1	chr14	+	1	1	60734787	60808384
MND1	chr4	+	1	1	153344688	153414995
MOB4	chr2	+	1	2	197516078	197550909
MORF4L1	chr15	+	1	2	78872973	78897728
MORF4L2	chrX	-	3	1	103686699	103675500
MPC1	chr6	-	1	1	166382940	166364924
MPC2	chr1	-	3	1	167935995	167918074
MPDU1	chr17	+	1	1	7583852	7588186
MPG	chr16	+	1	1	78243	85842
MPHOSPH10	chr2	+	1	1	71130639	71150101
MPHOSPH6	chr16	-	1	2	82170195	82148165
MPLKIP	chr7	-	1	1	40134619	40132745
MPST	chr22	+	1	1	37019823	37029811
MPV17	chr2	-	1	1	27323080	27309496
MRFAP1	chr4	+	1	2	6640685	6642723
MRFAP1L1	chr4	-	1	2	6709865	6707704
MRM2	chr7	-	1	1	2242186	2234293
MRM3	chr17	+	1	1	782372	792498
MROH7-TTC4	chr1	+	1	2	54715885	54742305
MRPL1	chr4	+	1	1	77862830	77952781
MRPL10	chr17	-	1	1	47831541	47823454
MRPL11	chr11	-	1	1	66438843	66435841
MRPL12	chr17	+	2	1	81703470	81707516
MRPL13	chr8	-	1	1	120445150	120395845
MRPL14	chr6	-	2	3	44127420	44113697
MRPL15	chr8	+	1	1	54135241	54147896
MRPL16	chr11	-	1	1	59810758	59806141
MRPL17	chr11	-	1	2	6683313	6681938
MRPL18	chr6	+	2	1	159790500	159798426
MRPL19	chr2	+	1	1	75646785	75655730
MRPL20	chr1	-	2	3	1407247	1401913
MRPL21	chr11	-	2	1	68903820	68891279
MRPL22	chr5	+	1	1	154941095	154966968
MRPL23	chr11	+	1	1	1947360	1956595
MRPL24	chr1	-	2	1	156741088	156737303
MRPL27	chr17	-	2	1	50373184	50367868
MRPL28	chr16	-	1	1	370508	367396
MRPL3	chr3	-	2	3	131502971	131462379
MRPL30	chr2	+	2	3	99181194	99194862
MRPL32	chr7	+	1	1	42932377	42937852
MRPL33	chr2	+	3	1	27771744	27779732
MRPL34	chr19	+	2	3	17305872	17306843
MRPL35	chr2	+	1	1	86199481	86210819
MRPL36	chr5	-	1	1	1799814	1798389
MRPL37	chr1	+	1	1	54200194	54218377
MRPL38	chr17	-	2	1	75904883	75898644
MRPL39	chr21	-	1	2	25607481	25585658
MRPL4	chr19	+	3	1	10252240	10260052
MRPL40	chr22	+	1	1	19432545	19436069
MRPL41	chr9	+	1	1	137551893	137552553
MRPL42	chr12	+	1	2	93467517	93502645
MRPL43	chr10	-	2	3	100987470	100986279
MRPL44	chr2	+	1	2	223957463	223967705
MRPL45	chr17	+	1	1	38297173	38323197
MRPL46	chr15	-	1	1	88467388	88459480
MRPL47	chr3	-	1	2	179604634	179588833
MRPL48	chr11	+	1	1	73787891	73864603
MRPL49	chr11	+	1	1	65122321	65127361
MRPL50	chr9	-	1	1	101398599	101389967
MRPL51	chr12	-	4	1	6493262	6492152
MRPL52	chr14	+	1	2	22829900	22834346
MRPL53	chr2	-	1	1	74472670	74471986
MRPL54	chr19	+	1	1	3762687	3767557
MRPL55	chr1	-	1	1	228109299	228106687
MRPL57	chr13	+	1	2	21176667	21177355
MRPL58	chr17	+	1	1	75012667	75021258
MRPL9	chr1	-	1	2	151763496	151759651
MRPS10	chr6	-	1	2	42217861	42206802
MRPS11	chr15	+	1	1	88467708	88478263
MRPS12	chr19	+	1	1	38930969	38933017
MRPS14	chr1	-	1	2	175023418	175014411
MRPS15	chr1	-	1	1	36464360	36455775
MRPS16	chr10	-	1	2	73252644	73250744
MRPS17	chr7	+	1	3	55951906	55955336
MRPS18A	chr6	-	1	2	43687791	43671308
MRPS18B	chr6	+	1	2	30617858	30626390
MRPS18C	chr4	+	1	2	83456059	83461235
MRPS2	chr9	+	1	1	135500687	135504664
MRPS21	chr1	+	1	2	150293876	150308347
MRPS22	chr3	+	1	1	139344020	139357042
MRPS23	chr17	-	1	2	57850037	57839489
MRPS24	chr7	-	1	1	43869517	43866560
MRPS25	chr3	-	1	1	15065315	15052209
MRPS26	chr20	+	1	2	3046060	3048249
MRPS27	chr5	-	1	1	72320231	72219529
MRPS28	chr8	-	1	2	80030263	79918719
MRPS30	chr5	+	1	1	44808955	44815308
MRPS33	chr7	-	1	1	141014947	141006168
MRPS34	chr16	-	1	2	1773134	1771896
MRPS35	chr12	+	1	1	27710832	27756292
MRPS5	chr2	-	2	1	95121801	95087208
MRPS6	chr21	+	1	2	34073578	34143028
MRPS7	chr17	+	3	3	75261894	75266362
MRPS9	chr2	+	1	2	105038084	105099947
MRRF	chr9	+	2	1	122264894	122323460
MRTO4	chr1	+	1	5	19251805	19259264
MSH2	chr2	+	1	1	47403167	47483221
MSH6	chr2	+	2	1	47783145	47806950
MSMO1	chr4	+	1	2	165327720	165343067
MSRB1	chr16	-	1	1	1943217	1938244
MT-ATP6	chrM	+	19	1	7586	9600
MT-ATP8	chrM	+	15	1	7586	9600
MT-CO1	chrM	+	22	4	6366	7997
MT-CO2	chrM	+	18	4	7586	7997
MT-CO3	chrM	+	19	1	7586	9600
MT-CYB	chrM	+	26	4	15358	16569
MT-ND1	chrM	+	14	1	3305	5899
MT-ND2	chrM	+	21	2	3305	5899
MT-ND5	chrM	+	33	5	10471	14745
MT-TC	chrM	-	1	1	6421	5730
MT-TD	chrM	+	12	3	6366	7997
MT-TI	chrM	+	14	1	3305	5899
MT-TK	chrM	+	14	1	7586	9600
MT-TL2	chrM	+	25	1	10471	14323
MT-TM	chrM	+	14	2	3305	5899
MT-TP	chrM	-	1	7	16569	14743
MT-TS1	chrM	-	3	3	7956	6365
MT-TT	chrM	+	20	1	15358	16569
MT-TW	chrM	+	18	2	3655	5899
MT-TY	chrM	-	1	1	6421	5730
MT1F	chr16	+	1	1	56657959	56659300
MT1G	chr16	-	1	1	56668065	56666738
MT1X	chr16	+	1	1	56682470	56684194
MT2A	chr16	+	1	1	56608584	56609494
MTA3	chr2	+	2	1	42568679	42709210
MTCH1	chr6	-	1	1	36986147	36968142
MTCH2	chr11	-	2	1	47642485	47618718
MTFP1	chr22	+	2	1	30425789	30429052
MTG1	chr10	+	4	3	133394157	133420480
MTHFD1	chr14	+	1	1	64388353	64460004
MTHFD2	chr2	+	1	3	74198615	74215284
MTHFS	chr15	-	1	3	79897008	79845042
MTIF3	chr13	-	2	1	27450564	27435646
MTLN	chr2	-	1	1	110212545	110211531
MTMR14	chr3	+	1	1	9649504	9702392
MTPN	chr7	-	2	2	135977329	135929774
MTX2	chr2	+	1	1	176269442	176337933
MUTYH	chr1	-	1	1	45340120	45329245
MVB12A	chr19	+	1	1	17420064	17425332
MVD	chr16	-	1	1	88663091	88651940
MYBBP1A	chr17	-	1	1	4555384	4538906
MYBL2	chr20	+	1	1	43667114	43716480
MYC	chr8	+	2	2	127736069	127740657
MYCBP	chr1	-	1	1	38873348	38864496
MYDGF	chr19	-	1	1	4670342	4657547
MYH10	chr17	-	1	1	8630721	8474297
MYL12A	chr18	+	1	2	3247801	3256235
MYL12B	chr18	+	1	1	3262137	3278181
MYL6	chr12	+	4	1	56158359	56161574
MYL6B	chr12	+	2	2	56158359	56161574
MYL7	chr7	-	1	1	44141332	44138866
MYL9	chr20	+	2	1	36541529	36549821
MZT1	chr13	-	1	1	72727618	72708369
MZT2A	chr2	-	1	1	131492397	131483975
MZT2B	chr2	+	1	1	130182262	130190712
NAA10	chrX	-	1	1	153935019	153929930
NAA15	chr4	+	1	2	139301531	139390302
NAA20	chr20	+	1	1	20017346	20033623
NAA38	chr17	-	1	1	7857559	7856687
NAA50	chr3	-	2	1	113746195	113718994
NACA	chr12	-	2	2	56725287	56712433
NAE1	chr16	-	1	1	66830927	66802881
NAGK	chr2	+	1	1	71068648	71078639
NANS	chr9	+	1	1	98056739	98083075
NAP1L1	chr12	-	4	6	76084685	76056126
NAP1L4	chr11	-	2	1	2992291	2944438
NAPA	chr19	-	1	1	47515045	47487640
NAPRT	chr8	-	1	1	143578330	143574788
NARF	chr17	+	3	1	82458741	82488255
NARS	chr18	-	4	1	57621802	57600664
NASP	chr1	+	2	5	45584045	45607366
NAXE	chr1	+	1	3	156591791	156594128
NBDY	chrX	+	1	1	56729265	56817568
NBL1	chr1	+	2	2	19597015	19626627
NCAPH2	chr22	+	1	1	50508238	50523471
NCBP2	chr3	-	2	3	196942526	196935410
NCBP2-AS2	chr3	+	1	2	196942676	196943542
NCL	chr2	-	7	13	231464484	231460543
NCLN	chr19	+	1	1	3185941	3209569
NCOR1	chr17	-	1	1	16215534	16149464
NDFIP1	chr5	+	1	2	142108779	142152774
NDN	chr15	-	1	1	23687305	23685684
NDUFA1	chrX	+	1	1	119871851	119876655
NDUFA10	chr2	-	1	1	240025324	239960741
NDUFA11	chr19	-	1	1	5903734	5894677
NDUFA12	chr12	-	1	1	95003697	94971337
NDUFA13	chr19	+	1	1	19516225	19528198
NDUFA2	chr5	-	1	2	140647630	140645481
NDUFA3	chr19	+	1	1	54102855	54106959
NDUFA4	chr7	-	2	1	10940132	10933459
NDUFA5	chr7	-	1	2	123557804	123541030
NDUFA6	chr22	-	1	2	42090772	42086117
NDUFA7	chr19	-	1	2	8321372	8311361
NDUFA8	chr9	-	1	2	122159735	122144061
NDUFA9	chr12	+	1	1	4649117	4687231
NDUFAB1	chr16	-	1	1	23596316	23581016
NDUFAF1	chr15	-	1	1	41402460	41387355
NDUFAF2	chr5	+	2	1	60945186	61153023
NDUFAF3	chr3	+	1	2	49022121	49023287
NDUFAF4	chr6	-	1	1	96897865	96891015
NDUFAF6	chr8	+	1	1	95024993	95057951
NDUFAF8	chr17	+	2	1	81239318	81241279
NDUFB1	chr14	-	1	1	92121693	92116128
NDUFB10	chr16	+	1	2	1959576	1961975
NDUFB11	chrX	-	1	1	47144692	47142219
NDUFB2	chr7	+	1	1	140696708	140706642
NDUFB3	chr2	+	1	1	201072022	201085748
NDUFB4	chr3	+	1	1	120596322	120602324
NDUFB5	chr3	+	1	1	179604807	179624497
NDUFB6	chr9	-	1	3	32573088	32553766
NDUFB7	chr19	-	1	2	14572071	14566080
NDUFB8	chr10	-	2	1	100529879	100523743
NDUFB9	chr8	+	1	1	124539178	124549977
NDUFC1	chr4	-	2	2	139295815	139289969
NDUFC2	chr11	-	1	2	78079862	78069858
NDUFC2-KCTD14	chr11	-	1	3	78079862	78069858
NDUFS1	chr2	-	1	1	206159425	206123907
NDUFS2	chr1	+	1	1	161202372	161214392
NDUFS3	chr11	+	2	3	47579081	47584559
NDUFS4	chr5	+	1	1	53560639	53683337
NDUFS5	chr1	+	1	1	39026325	39034614
NDUFS6	chr5	+	2	1	1801413	1816045
NDUFS7	chr19	+	1	1	1383907	1395584
NDUFS8	chr11	+	1	1	68030692	68036643
NDUFV1	chr11	+	1	1	67606958	67612534
NDUFV2	chr18	+	1	1	9102718	9134334
NDUFV3	chr21	+	1	1	42893311	42909099
NECAP2	chr1	+	1	1	16440745	16460075
NECTIN2	chr19	+	2	2	44846308	44878937
NEDD8	chr14	-	1	1	24232367	24216859
NEDD8-MDP1	chr14	-	2	2	24232367	24216859
NELFA	chr4	-	1	1	2008974	1982730
NELFE	chr6	-	1	2	31958945	31952231
NEU1	chr6	-	1	1	31862821	31859209
NFKBIA	chr14	-	1	1	35404749	35401972
NFKBIB	chr19	+	1	1	38900018	38908887
NFYB	chr12	-	1	1	104138203	104119326
NGDN	chr14	+	1	1	23469703	23478171
NGRN	chr15	+	1	1	90265690	90272209
NHP2	chr5	-	1	1	178153866	178149468
NIF3L1	chr2	+	2	1	200889373	200903921
NIFK	chr2	-	2	1	121736875	121727046
NINJ1	chr9	-	1	1	93134251	93121497
NIP7	chr16	+	2	1	69339799	69341835
NIPA2	chr15	+	1	2	22838689	22867719
NIPSNAP1	chr22	-	1	1	29581093	29554813
NIPSNAP2	chr7	+	2	3	55951906	55955336
NIT1	chr1	+	1	1	161118105	161121067
NLE1	chr17	-	1	1	35142297	35132073
NLN	chr5	+	2	1	65722247	65824683
NMB	chr15	-	1	1	84658199	84655135
NME1	chr17	+	1	1	51153609	51162031
NME1-NME2	chr17	+	3	2	51166462	51171742
NME2	chr17	+	2	1	51166462	51171742
NME3	chr16	-	4	1	1773134	1770328
NME4	chr16	+	1	3	397199	400753
NME6	chr3	-	1	1	48301367	48293997
NME7	chr1	-	1	2	169367794	169132042
NMRAL1	chr16	-	1	1	4474624	4461695
NMRK2	chr19	+	2	1	3933471	3942414
NMT1	chr17	+	1	1	45061322	45109012
NNAT	chr20	+	1	1	37521250	37523686
NOA1	chr4	-	1	1	56977605	56963353
NOB1	chr16	-	1	1	69754921	69741872
NOC2L	chr1	-	1	1	959256	944216
NOC4L	chr12	+	1	2	132144457	132152467
NODAL	chr10	-	1	1	70441681	70432454
NOL12	chr22	+	2	1	37686390	37693471
NOL7	chr6	+	1	5	13615352	13620759
NOLC1	chr10	+	2	1	102152389	102163870
NONO	chrX	+	2	2	71283652	71301164
NOP10	chr15	-	2	1	34343124	34341726
NOP16	chr5	-	1	1	176388598	176383958
NOP2	chr12	-	1	1	6568291	6556873
NOP53	chr19	+	1	1	47745550	47757057
NOP56	chr20	+	1	4	2652632	2658392
NOSIP	chr19	-	2	1	49580556	49555713
NPC2	chr14	-	2	2	74493301	74479941
NPM1	chr5	+	2	6	171387853	171410883
NPM3	chr10	-	1	1	101783395	101781326
NPPB	chr1	-	1	1	11858945	11857468
NPW	chr16	+	1	1	2019785	2020753
NQO1	chr16	-	1	1	69726560	69710843
NQO2	chr6	+	2	2	2999896	3019753
NR2F6	chr19	-	1	1	17236082	17231886
NRBP1	chr2	+	3	1	27428658	27442255
NRDC	chr1	-	1	1	51878727	51789213
NREP	chr5	-	2	1	111757194	111729306
NRM	chr6	-	1	1	30690992	30688050
NSA2	chr5	+	2	1	74767301	74776808
NSD2	chr4	+	1	1	1974636	1974763
NSFL1C	chr20	-	1	1	1466833	1443539
NSL1	chr1	-	1	1	212791779	212737759
NSMCE1	chr16	-	1	1	27268736	27224995
NSMCE2	chr8	+	2	1	125091870	125367118
NSMCE4A	chr10	-	2	2	121975194	121957094
NSUN5	chr7	-	2	1	73308796	73303231
NT5C	chr17	-	1	1	75131742	75130229
NT5C1B-RDH14	chr2	-	1	1	18560653	18554733
NT5C3A	chr7	-	1	1	33062776	33014134
NT5DC1	chr6	+	1	1	116100874	116244215
NT5DC2	chr3	-	4	1	52533624	52524389
NTAN1	chr16	-	1	1	15056039	15037860
NTHL1	chr16	-	1	1	2047834	2039821
NTMT1	chr9	+	1	2	129626183	129635598
NTPCR	chr1	+	1	3	232950635	232978390
NTS	chr12	+	1	1	85874295	85882563
NUBP2	chr16	+	1	1	1783001	1789183
NUCB1	chr19	+	1	1	48900343	48923268
NUCKS1	chr1	-	3	6	205750182	205717512
NUDC	chr1	+	1	1	26921756	26946395
NUDCD2	chr5	-	2	1	163460100	163453579
NUDCD3	chr7	-	1	1	44490615	44383592
NUDT1	chr7	+	2	1	2242241	2251143
NUDT14	chr14	-	1	1	105181296	105172940
NUDT16L1	chr16	+	2	1	4693718	4695844
NUDT21	chr16	-	1	1	56451332	56432627
NUDT22	chr11	+	1	1	64226300	64230015
NUDT5	chr10	-	2	1	12195891	12167577
NUP107	chr12	+	1	1	68686987	68742685
NUP35	chr2	+	1	1	183124443	183161677
NUP37	chr12	-	2	1	102120092	102074199
NUP43	chr6	-	1	1	149746504	149724323
NUP62	chr19	-	4	1	49929438	49906829
NUP85	chr17	+	1	2	75235610	75235757
NUP93	chr16	+	1	1	56730129	56844764
NUSAP1	chr15	+	1	3	41332883	41381043
NUTF2	chr16	+	2	3	67846935	67871315
NXF1	chr11	-	1	2	62805440	62790329
NXT1	chr20	+	1	2	23350820	23354769
OAT	chr10	-	1	1	124418923	124397303
OAZ1	chr19	+	3	3	2269525	2273239
OAZ2	chr15	-	1	2	64703215	64687579
OCIAD1	chr4	+	4	2	48831112	48861246
OCIAD2	chr4	-	2	1	48906775	48885387
ODC1	chr2	-	1	1	10448327	10440391
OGFOD1	chr16	+	1	2	56451556	56476404
OGFR	chr20	+	1	1	62804835	62813997
OIP5	chr15	-	1	1	41332584	41309274
OLA1	chr2	-	3	1	174248582	174075008
OLFML3	chr1	+	2	2	114032378	113982252
ORC3	chr6	+	1	2	87590135	87621419
ORC4	chr2	-	1	1	148020730	147935261
ORC6	chr16	+	2	1	46689689	46698393
ORMDL1	chr2	-	1	1	189784335	189771313
ORMDL2	chr12	+	2	1	55818085	55820476
OS9	chr12	+	1	1	57694145	57721555
OSBPL9	chr1	+	1	1	51617092	51788396
OSER1	chr20	-	1	2	44210771	44196501
OST4	chr2	-	1	2	27071650	27070509
OSTC	chr4	+	1	1	108650631	108667816
OTUB1	chr11	+	1	2	63986446	63997699
OTX2	chr14	-	1	1	56805667	56800709
OVCA2	chr17	+	2	1	2042041	2043424
OXA1L	chr14	+	1	1	22766688	22771783
OXLD1	chr17	-	1	1	81666578	81665037
OXNAD1	chr3	+	1	1	16265223	16303600
P2RX5-TAX1BP3	chr17	-	1	1	3668578	3662896
P4HB	chr17	-	2	1	81860535	81843161
PA2G4	chr12	+	2	4	56104566	56106694
PABPC1	chr8	-	5	4	100722087	100703267
PABPC4	chr1	-	2	1	39576742	39560822
PABPN1	chr14	+	3	2	23321462	23325334
PACSIN3	chr11	-	2	1	47186416	47177532
PAFAH1B3	chr19	-	3	1	42302612	42297037
PAGR1	chr16	+	2	1	29816476	29820111
PAICS	chr4	+	1	2	56436260	56461357
PAIP2	chr5	+	1	3	139341862	139368965
PAK1	chr11	-	1	2	77411959	77392337
PAK1IP1	chr6	+	1	2	10694972	10709733
PAM16	chr16	-	3	2	4351299	4340252
PAPOLA	chr14	+	2	3	96502412	96567093
PAPSS1	chr4	-	2	2	107720215	107613669
PARK7	chr1	+	1	1	7961676	7985281
PARL	chr3	-	1	1	183884852	183829392
PARP1	chr1	-	2	3	226408085	226388713
PARP2	chr14	+	1	1	20343635	20357903
PARPBP	chr12	+	1	1	102120183	102197517
PAXX	chr9	+	1	1	136992434	136993975
PBDC1	chrX	+	2	1	76173062	76178194
PBRM1	chr3	-	1	1	52685883	52545368
PCBD1	chr10	-	2	1	70888561	70883510
PCBP1	chr2	+	1	2	70087723	70089156
PCBP2	chr12	+	1	3	53452328	53479830
PCCA	chr13	+	1	1	100089117	100530431
PCCB	chr3	+	1	1	136250369	136330167
PCGF6	chr10	-	1	1	103351086	103347398
PCID2	chr13	-	1	1	113208674	113177612
PCK2	chr14	+	1	1	24094311	24104122
PCLAF	chr15	-	1	1	64381444	64365593
PCMT1	chr6	+	1	3	149749743	149811419
PCNA	chr20	-	2	1	5119931	5114963
PCNP	chr3	+	1	1	101574200	101594433
PCOLCE	chr7	+	1	1	100602353	100608170
PCYT2	chr17	-	1	1	81911399	81904326
PDAP1	chr7	-	1	1	99408594	99395988
PDCD10	chr3	-	1	1	167734868	167683911
PDCD11	chr10	+	1	1	103396645	103446293
PDCD2	chr6	-	1	4	170584618	170577363
PDCD2L	chr19	+	1	1	34404412	34426165
PDCD5	chr19	+	1	1	32581224	32587416
PDCD6	chr5	+	1	2	271646	314973
PDCL3	chr2	+	2	1	100563030	100576732
PDF	chr16	-	1	1	69330588	69328621
PDHA1	chrX	+	1	1	19343946	19359845
PDHB	chr3	-	1	3	58433829	58428024
PDHX	chr11	+	1	1	34916641	34995969
PDIA3	chr15	+	1	4	43746438	43771174
PDIA4	chr7	-	3	3	149028660	149003448
PDIA6	chr2	-	1	3	10812785	10783394
PDK3	chrX	+	1	1	24465289	24550465
PDLIM1	chr10	-	1	2	95291003	95237575
PDLIM2	chr8	+	1	1	22589290	22594290
PDLIM7	chr5	-	1	2	177497601	177483396
PDPN	chr1	+	2	3	13583832	13616250
PDRG1	chr20	-	2	1	31952046	31944968
PDXDC1	chr16	+	1	1	14975096	15037686
PDZD11	chrX	-	1	1	70289927	70286598
PEBP1	chr12	+	1	3	118136111	118145580
PEF1	chr1	-	1	1	31644873	31629867
PEG10	chr7	+	1	1	94656370	94669692
PELO	chr5	+	1	1	52800158	52802041
PEMT	chr17	-	1	1	17591680	17505565
PEPD	chr19	-	1	1	33521789	33386952
PERP	chr6	-	1	1	138107456	138090789
PES1	chr22	-	2	1	30591896	30576632
PET100	chr19	+	1	1	7629818	7631617
PET117	chr20	+	2	1	18137873	18143166
PEX10	chr1	-	1	1	2412543	2404823
PEX19	chr1	-	1	1	160285133	160278482
PFDN1	chr5	-	1	2	140303090	140245069
PFDN2	chr1	-	1	1	161118037	161100565
PFDN4	chr20	+	1	4	54208095	54219408
PFDN5	chr12	+	1	1	53295559	53299446
PFKL	chr21	+	1	1	44300056	44327370
PFKM	chr12	+	1	1	48119340	48146104
PFKP	chr10	+	1	1	3067548	3136800
PFN1	chr17	-	4	3	4948530	4945658
PFN2	chr3	-	1	1	149970922	149964907
PGAM1	chr10	+	2	2	97426191	97432690
PGAP2	chr11	+	2	1	3808560	3826350
PGD	chr1	+	2	2	10399064	10420141
PGK1	chrX	+	2	1	78104248	78126270
PGM1	chr1	+	1	1	63593411	63660243
PGM3	chr6	-	2	1	83193265	83168911
PGP	chr16	-	1	1	2214788	2213701
PGRMC1	chrX	+	2	1	119236282	119244464
PHACTR2	chr6	+	2	2	143677965	143830828
PHB	chr17	-	1	2	49414877	49404838
PHB2	chr12	-	2	1	6970650	6965356
PHF14	chr7	+	2	2	10982556	11169613
PHF23	chr17	-	1	2	7239439	7235289
PHF5A	chr22	-	1	1	41468688	41459718
PHGDH	chr1	+	2	1	119711935	119744213
PHLDA1	chr12	-	1	2	76031595	76025448
PHLDA2	chr11	-	1	1	2929420	2928422
PHOSPHO2	chr2	+	1	1	169694469	169701706
PHPT1	chr9	+	1	1	136849410	136851024
PHYH	chr10	-	1	1	13300064	13277800
PIAS4	chr19	+	1	1	4007754	4038050
PIF1	chr15	-	1	1	64825625	64815638
PIGT	chr20	+	1	1	45416141	45426241
PIGY	chr4	-	1	1	88523746	88521010
PIH1D1	chr19	-	2	2	49451810	49446301
PIM1	chr6	+	1	1	37170152	37175424
PIM2	chrX	-	2	1	48919024	48913186
PIM3	chr22	+	1	1	49960776	49964069
PIMREG	chr17	+	1	1	6444455	6451064
PIN1	chr19	+	1	1	9835335	9849681
PIN4	chrX	+	1	1	72181769	72197543
PINX1	chr8	-	2	2	10839868	10765160
PIP4P1	chr14	-	1	1	20461439	20457860
PIP4P2	chr8	-	2	2	91040859	90995449
PIR	chrX	-	2	1	15493330	15384806
PISD	chr22	-	1	1	31662215	31618497
PITHD1	chr1	+	1	1	23778422	23788228
PITPNA-AS1	chr17	+	1	1	1516931	1518089
PITPNB	chr22	-	1	1	27919244	27851670
PITPNM1	chr11	-	2	1	67508162	67491769
PKIB	chr6	+	1	1	122482062	122725890
PKIG	chr20	+	1	1	44531875	44619034
PKM	chr15	-	1	1	72231190	72199032
PKMYT1	chr16	-	1	1	2980483	2972793
PLA2G12A	chr4	-	1	1	109730021	109713922
PLA2G16	chr11	-	3	2	63614407	63574777
PLD3	chr19	+	2	1	40365864	40378482
PLEKHJ1	chr19	-	2	1	2236308	2233156
PLGRKT	chr9	-	1	1	5437879	5357973
PLIN3	chr19	-	1	1	4867667	4838342
PLK1	chr16	+	2	1	23678869	23690367
PLK2	chr5	-	1	1	58460086	58453987
PLPP1	chr5	-	1	1	55534964	55424857
PLPP2	chr19	-	1	1	291401	281046
PLPP5	chr8	-	1	2	38269214	38266984
PLRG1	chr4	-	1	2	154550396	154536511
PLS3	chrX	+	1	1	115561174	115650670
